scheme_code,scheme_name,fund_house,category
154301,Choice Nifty 50 Index Fund - Direct Plan Growth,Choice Nifty 50 Index,Index
154302,Choice Nifty 50 Index Fund - Regular Plan Growth,Choice Nifty 50 Index,Index
154304,Choice Nifty Next 50 Index Fund - Direct Plan Growth,Choice Nifty Next 50,Index
154303,Choice Nifty Next 50 Index Fund - Regular Plan Growth,Choice Nifty Next 50,Index
153219,DSP BSE SENSEX Next 30 Index Fund - Direct - Growth,DSP BSE SENSEX Next,Index
153218,DSP BSE SENSEX Next 30 Index Fund - Direct - IDCW,DSP BSE SENSEX Next,Index
153216,DSP BSE SENSEX Next 30 Index Fund - Regular - Growth,DSP BSE SENSEX Next,Index
153217,DSP BSE SENSEX Next 30 Index Fund - Regular - IDCW,DSP BSE SENSEX Next,Index
151329,DSP CRISIL-IBX 50:50 Gilt Plus SDL - April 2033 Index Fund - Direct - Growth,DSP CRISIL-IBX 50:50 Gilt,Index
151328,DSP CRISIL-IBX 50:50 Gilt Plus SDL - April 2033 Index Fund - Direct - IDCW,DSP CRISIL-IBX 50:50 Gilt,Index
151327,DSP CRISIL-IBX 50:50 Gilt Plus SDL - April 2033 Index Fund - Regular - Growth,DSP CRISIL-IBX 50:50 Gilt,Index
151330,DSP CRISIL-IBX 50:50 Gilt Plus SDL - April 2033 Index Fund - Regular - IDCW,DSP CRISIL-IBX 50:50 Gilt,Index
141877,DSP Nifty 50 Equal Weight Index Fund - Direct Plan - Growth,DSP Nifty 50 Equal,Index
141878,DSP Nifty 50 Equal Weight Index Fund - Direct Plan - IDCW,DSP Nifty 50 Equal,Index
141875,DSP Nifty 50 Equal Weight Index Fund - Regular Plan - Growth,DSP Nifty 50 Equal,Index
141876,DSP Nifty 50 Equal Weight Index Fund - Regular Plan - IDCW,DSP Nifty 50 Equal,Index
146376,DSP Nifty 50 Index Fund - Direct Plan - Growth,DSP Nifty 50 Index,Index
146377,DSP Nifty 50 Index Fund - Direct Plan - IDCW,DSP Nifty 50 Index,Index
146379,DSP Nifty 50 Index Fund - Regular Plan - Growth,DSP Nifty 50 Index,Index
146378,DSP Nifty 50 Index Fund - Regular Plan - IDCW,DSP Nifty 50 Index,Index
154088,DSP Nifty 500 Index Fund - Direct - Growth,DSP Nifty 500 Index,Index
154089,DSP Nifty 500 Index Fund - Direct - IDCW,DSP Nifty 500 Index,Index
154090,DSP Nifty 500 Index Fund - Regular - Growth,DSP Nifty 500 Index,Index
154091,DSP Nifty 500 Index Fund - Regular - IDCW,DSP Nifty 500 Index,Index
152654,DSP Nifty Bank Index Fund - Direct - Growth,DSP Nifty Bank Index,Index
152653,DSP Nifty Bank Index Fund - Regular - Growth,DSP Nifty Bank Index,Index
153593,DSP Nifty Healthcare Index Fund - Direct - IDCW,DSP Nifty Healthcare Index,Index
153594,DSP Nifty Healthcare Index Fund - Direct- Growth,DSP Nifty Healthcare Index,Index
153592,DSP Nifty Healthcare Index Fund - Regular - Growth,DSP Nifty Healthcare Index,Index
153595,DSP Nifty Healthcare Index Fund - Regular - IDCW,DSP Nifty Healthcare Index,Index
153590,DSP Nifty IT Index Fund - Direct - Growth,DSP Nifty IT Index,Index
153591,DSP Nifty IT Index Fund - Direct - IDCW,DSP Nifty IT Index,Index
153588,DSP Nifty IT Index Fund - Regular - Growth,DSP Nifty IT Index,Index
153589,DSP Nifty IT Index Fund - Regular - IDCW,DSP Nifty IT Index,Index
154014,DSP Nifty Midcap 150 Index Fund - Direct - Growth,DSP Nifty Midcap 150,Index
154015,DSP Nifty Midcap 150 Index Fund - Direct - IDCW,DSP Nifty Midcap 150,Index
154012,DSP Nifty Midcap 150 Index Fund - Regular - Growth,DSP Nifty Midcap 150,Index
154013,DSP Nifty Midcap 150 Index Fund - Regular - IDCW,DSP Nifty Midcap 150,Index
150428,DSP Nifty Midcap 150 Quality 50 Index Fund - Direct - Growth,DSP Nifty Midcap 150,Index
146381,DSP Nifty Next 50 Index Fund - Direct Plan - Growth,DSP Nifty Next 50,Index
146382,DSP Nifty Next 50 Index Fund - Direct Plan - IDCW,DSP Nifty Next 50,Index
146380,DSP Nifty Next 50 Index Fund - Regular Plan - Growth,DSP Nifty Next 50,Index
146383,DSP Nifty Next 50 Index Fund - Regular Plan - IDCW,DSP Nifty Next 50,Index
153348,DSP Nifty Private Bank Index Fund - Direct - Growth,DSP Nifty Private Bank,Index
153345,DSP Nifty Private Bank Index Fund - Direct - IDCW,DSP Nifty Private Bank,Index
153347,DSP Nifty Private Bank Index Fund - Regular - Growth,DSP Nifty Private Bank,Index
153346,DSP Nifty Private Bank Index Fund - Regular - IDCW,DSP Nifty Private Bank,Index
149970,DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund - Direct - Growth,DSP Nifty SDL Plus,Index
149971,DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund - Direct - IDCW,DSP Nifty SDL Plus,Index
149968,DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund - Regular - Growth,DSP Nifty SDL Plus,Index
149969,DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund - Regular - IDCW,DSP Nifty SDL Plus,Index
151373,DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund - Direct - Growth,DSP Nifty SDL Plus,Index
154018,DSP Nifty Smallcap 250 Index Fund - Direct - Growth,DSP Nifty Smallcap 250,Index
154019,DSP Nifty Smallcap 250 Index Fund - Direct - IDCW,DSP Nifty Smallcap 250,Index
154016,DSP Nifty Smallcap 250 Index Fund - Regular - Growth,DSP Nifty Smallcap 250,Index
154017,DSP Nifty Smallcap 250 Index Fund - Regular - IDCW,DSP Nifty Smallcap 250,Index
152243,DSP Nifty Smallcap250 Quality 50 Index Fund - Direct - Growth,DSP Nifty Smallcap250 Quality,Index
152244,DSP Nifty Smallcap250 Quality 50 Index Fund - Direct - IDCW,DSP Nifty Smallcap250 Quality,Index
152245,DSP Nifty Smallcap250 Quality 50 Index Fund - Regular - Growth,DSP Nifty Smallcap250 Quality,Index
152242,DSP Nifty Smallcap250 Quality 50 Index Fund - Regular - IDCW,DSP Nifty Smallcap250 Quality,Index
152814,DSP Nifty Top 10 Equal Weight Index Fund - Direct - Growth,DSP Nifty Top 10,Index
152813,DSP Nifty Top 10 Equal Weight Index Fund - Regular - Growth,DSP Nifty Top 10,Index
153801,DSP Nifty500 Flexicap Quality 30 Index Fund - Direct - Growth,DSP Nifty500 Flexicap Quality,Index
153800,DSP Nifty500 Flexicap Quality 30 Index Fund - Direct - IDCW,DSP Nifty500 Flexicap Quality,Index
153802,DSP Nifty500 Flexicap Quality 30 Index Fund - Regular - Growth,DSP Nifty500 Flexicap Quality,Index
153803,DSP Nifty500 Flexicap Quality 30 Index Fund - Regular - IDCW,DSP Nifty500 Flexicap Quality,Index
153497,Edelweiss BSE Internet Economy Index Fund - Direct Plan - Growth,Edelweiss BSE Internet Economy,Index
153494,Edelweiss BSE Internet Economy Index Fund - Direct Plan - IDCW,Edelweiss BSE Internet Economy,Index
153495,Edelweiss BSE Internet Economy Index Fund - Regular Plan - Growth,Edelweiss BSE Internet Economy,Index
153496,Edelweiss BSE Internet Economy Index Fund - Regular Plan - IDCW,Edelweiss BSE Internet Economy,Index
150671,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund - Direct Plan - Growth,Edelweiss CRISIL IBX 50:50,Index
150722,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund - Direct Plan - IDCW Option,Edelweiss CRISIL IBX 50:50,Index
150720,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund - Regular Plan - Growth,Edelweiss CRISIL IBX 50:50,Index
150721,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund - Regular Plan - IDCW Option,Edelweiss CRISIL IBX 50:50,Index
150727,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund - Direct Plan - Growth,Edelweiss CRISIL IBX 50:50,Index
153335,Edelweiss CRISIL IBX AAA Bond NBFC HFC Jun 2027 Index Fund - Direct Plan - Growth Option,Edelweiss CRISIL IBX AAA,Index
153333,Edelweiss CRISIL IBX AAA Bond NBFC HFC Jun 2027 Index Fund - Direct Plan - IDCW Option,Edelweiss CRISIL IBX AAA,Index
153334,Edelweiss CRISIL IBX AAA Bond NBFC HFC Jun 2027 Index Fund - Regular Plan - Growth Option,Edelweiss CRISIL IBX AAA,Index
153336,Edelweiss CRISIL IBX AAA Bond NBFC HFC Jun 2027 Index Fund - Regular Plan - IDCW Option,Edelweiss CRISIL IBX AAA,Index
153115,Edelweiss CRISIL IBX AAA Financial Services - Jan 2028 Index Fund - Direct - Growth,Edelweiss CRISIL IBX AAA,Index
149945,Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund - Direct Plan - IDCW Payout,Edelweiss CRISIL PSU Plus,Index
149950,Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund - Direct Plan Growth,Edelweiss CRISIL PSU Plus,Index
149947,Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund - Regular Plan - IDCW Payout,Edelweiss CRISIL PSU Plus,Index
149949,Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund - Regular Plan Growth,Edelweiss CRISIL PSU Plus,Index
148556,Edelweiss MSCI India Domestic & World Healthcare 45 Index Fund - Direct Plan - IDCW Option,Edelweiss MSCI India Domestic,Index
148558,Edelweiss MSCI India Domestic & World Healthcare 45 Index Fund - Regular Plan - IDCW Option,Edelweiss MSCI India Domestic,Index
148555,Edelweiss MSCI India Domestic & World Healthcare 45 Index Fund Direct Plan - Growth,Edelweiss MSCI India Domestic,Index
148557,Edelweiss MSCI India Domestic & World Healthcare 45 index Fund Regular Plan - Growth,Edelweiss MSCI India Domestic,Index
149254,Edelweiss Nifty 100 Quality 30 Index Fund Direct Plan Growth,Edelweiss Nifty 100 Quality,Index
149255,Edelweiss Nifty 100 Quality 30 Index Fund Direct Plan IDCW,Edelweiss Nifty 100 Quality,Index
149256,Edelweiss Nifty 100 Quality 30 Index Fund Regular Plan Growth,Edelweiss Nifty 100 Quality,Index
149257,Edelweiss Nifty 100 Quality 30 Index Fund Regular Plan IDCW,Edelweiss Nifty 100 Quality,Index
149250,Edelweiss Nifty 50 Index Fund Direct Plan Growth,Edelweiss Nifty 50 Index,Index
149251,Edelweiss Nifty 50 Index Fund Direct Plan IDCW,Edelweiss Nifty 50 Index,Index
149252,Edelweiss Nifty 50 Index Fund Regular Plan Growth,Edelweiss Nifty 50 Index,Index
149253,Edelweiss Nifty 50 Index Fund Regular Plan IDCW,Edelweiss Nifty 50 Index,Index
152616,Edelweiss Nifty Alpha Low Volatility 30 Index Fund - Direct Plan - Growth,Edelweiss Nifty Alpha Low,Index
152619,Edelweiss Nifty Alpha Low Volatility 30 Index Fund - Direct Plan - IDCW Payout,Edelweiss Nifty Alpha Low,Index
152617,Edelweiss Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - Growth,Edelweiss Nifty Alpha Low,Index
152618,Edelweiss Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - IDCW Payout,Edelweiss Nifty Alpha Low,Index
149343,Edelweiss NIFTY Large Midcap 250 Index Fund - Direct Plan Growth,Edelweiss NIFTY Large Midcap,Index
149339,Edelweiss NIFTY Large Midcap 250 Index Fund - Direct Plan Payout,Edelweiss NIFTY Large Midcap,Index
149341,Edelweiss NIFTY Large Midcap 250 Index Fund - Regular Plan Growth,Edelweiss NIFTY Large Midcap,Index
149342,Edelweiss NIFTY Large Midcap 250 Index Fund - Regular Plan Payout,Edelweiss NIFTY Large Midcap,Index
154310,Edelweiss Nifty LargeMidcap 250 Plus 8-13 yr G-Sec 70-30 Index Fund Direct Plan Growth,Edelweiss Nifty LargeMidcap 250,Index
154312,Edelweiss Nifty LargeMidcap 250 Plus 8-13 yr G-Sec 70-30 Index Fund Regular Plan Growth,Edelweiss Nifty LargeMidcap 250,Index
154314,Edelweiss Nifty LargeMidcap250 Plus 8-13 yr G-Sec 70-30 Index Fund - Direct Plan - Quarterly IDCW,Edelweiss Nifty LargeMidcap250 Plus,Index
154315,Edelweiss Nifty LargeMidcap250 Plus 8-13 yr G-Sec 70-30 Index Fund - Regular Plan - Quarterly IDCW,Edelweiss Nifty LargeMidcap250 Plus,Index
154311,Edelweiss Nifty LargeMidcap250 Plus 8-13 yr G-Sec 70-30 Index Fund Direct Plan Monthly IDCW,Edelweiss Nifty LargeMidcap250 Plus,Index
154313,Edelweiss Nifty LargeMidcap250 Plus 8-13 yr G-Sec 70-30 Index Fund Regular Plan Monthly IDCW,Edelweiss Nifty LargeMidcap250 Plus,Index
150902,Edelweiss Nifty Midcap150 Momentum 50 Index Fund - Direct Plan - Growth,Edelweiss Nifty Midcap150 Momentum,Index
150903,Edelweiss Nifty Midcap150 Momentum 50 Index Fund - Direct Plan - IDCW,Edelweiss Nifty Midcap150 Momentum,Index
150900,Edelweiss Nifty Midcap150 Momentum 50 Index Fund - Regular Plan - Growth,Edelweiss Nifty Midcap150 Momentum,Index
150901,Edelweiss Nifty Midcap150 Momentum 50 Index Fund - Regular Plan - IDCW,Edelweiss Nifty Midcap150 Momentum,Index
150899,Edelweiss Nifty Next 50 Index Fund - Direct Plan - Growth,Edelweiss Nifty Next 50,Index
150896,Edelweiss Nifty Next 50 Index Fund - Direct Plan - IDCW,Edelweiss Nifty Next 50,Index
150897,Edelweiss Nifty Next 50 Index Fund - Regular Plan - Growth,Edelweiss Nifty Next 50,Index
150898,Edelweiss Nifty Next 50 Index Fund - Regular Plan - IDCW,Edelweiss Nifty Next 50,Index
148794,Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50: 50 Index Fund - Regular Plan - IDCW Option,Edelweiss NIFTY PSU Bond,Index
148795,Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50:50 Index Fund - Direct Plan - Growth,Edelweiss NIFTY PSU Bond,Index
148796,Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50:50 Index Fund - Direct Plan - IDCW Option,Edelweiss NIFTY PSU Bond,Index
148797,Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50:50 Index Fund - Regular Plan - Growth,Edelweiss NIFTY PSU Bond,Index
149246,Edelweiss NIFTY PSU Bond Plus SDL Apr 2027 50:50 Index Fund - Direct Plan - IDCW,Edelweiss NIFTY PSU Bond,Index
150892,Edelweiss Nifty Smallcap 250 Index Fund - Direct Plan - Growth,Edelweiss Nifty Smallcap 250,Index
150895,Edelweiss Nifty Smallcap 250 Index Fund - Direct Plan - IDCW,Edelweiss Nifty Smallcap 250,Index
150894,Edelweiss Nifty Smallcap 250 Index Fund - Regular Plan - Growth,Edelweiss Nifty Smallcap 250,Index
150893,Edelweiss Nifty Smallcap 250 Index Fund - Regular Plan - IDCW,Edelweiss Nifty Smallcap 250,Index
152985,Edelweiss Nifty500 Multicap Momentum Quality 50 Index Fund - Direct - Growth,Edelweiss Nifty500 Multicap Momentum,Index
152982,Edelweiss Nifty500 Multicap Momentum Quality 50 Index Fund - Direct - IDCW - Payout,Edelweiss Nifty500 Multicap Momentum,Index
152988,Edelweiss Nifty500 Multicap Momentum Quality 50 Index Fund - Regular - Growth,Edelweiss Nifty500 Multicap Momentum,Index
152983,Edelweiss Nifty500 Multicap Momentum Quality 50 Index Fund - Regular - IDCW - Payout,Edelweiss Nifty500 Multicap Momentum,Index
118580,Franklin India INDEX FUND- NSE Nifty 50 Index Fund - Direct - IDCW,Franklin India INDEX FUND-,Index
100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin India Index Fund-,Index
105067,Franklin India INDEX FUND- NSE NIFTY 50 INDEX FUND - IDCW,Franklin India INDEX FUND-,Index
118581,Franklin India INDEX FUND- NSE NIFTY 50 INDEX FUND- Direct - Growth,Franklin India INDEX FUND-,Index
153704,Groww Nifty 50 Index Fund Direct Growth,Groww Nifty 50 Index,Index
153709,Groww Nifty 50 Index Fund Direct IDCW,Groww Nifty 50 Index,Index
153710,Groww Nifty 50 Index Fund Regular Growth,Groww Nifty 50 Index,Index
153711,Groww Nifty 50 Index Fund Regular IDCW,Groww Nifty 50 Index,Index
153230,Groww Nifty India Railways PSU Index Fund - Direct Plan - Growth,Groww Nifty India Railways,Index
153231,Groww Nifty India Railways PSU Index Fund - Direct Plan - IDCW,Groww Nifty India Railways,Index
153232,Groww Nifty India Railways PSU Index Fund - Regular Plan - Growth,Groww Nifty India Railways,Index
153233,Groww Nifty India Railways PSU Index Fund - Regular Plan - IDCW,Groww Nifty India Railways,Index
153939,Groww Nifty Midcap 150 Index Fund Direct Growth,Groww Nifty Midcap 150,Index
153952,Groww Nifty Midcap 150 Index fund Direct IDCW,Groww Nifty Midcap 150,Index
153953,Groww Nifty Midcap 150 Index Fund Regular Growth,Groww Nifty Midcap 150,Index
153954,Groww Nifty Midcap 150 Index Fund Regular IDCW,Groww Nifty Midcap 150,Index
153786,Groww Nifty Next 50 Index Fund Direct Growth,Groww Nifty Next 50,Index
153797,Groww Nifty Next 50 Index Fund Direct IDCW,Groww Nifty Next 50,Index
153798,Groww Nifty Next 50 Index Fund Regular Growth,Groww Nifty Next 50,Index
153799,Groww Nifty Next 50 Index Fund Regular IDCW,Groww Nifty Next 50,Index
152636,Groww Nifty Non-Cyclical Consumer Index Fund - Direct Plan - IDCW,Groww Nifty Non-Cyclical Consumer,Index
152637,Groww Nifty Non-Cyclical Consumer Index Fund - Direct Plan Growth,Groww Nifty Non-Cyclical Consumer,Index
152635,Groww Nifty Non-Cyclical Consumer Index Fund - IDCW,Groww Nifty Non-Cyclical Consumer,Index
152633,Groww Nifty Non-Cyclical Consumer Index Fund - Regular Plan - Growth,Groww Nifty Non-Cyclical Consumer,Index
154346,Groww Nifty Private Bank Index Fund Direct Growth,Groww Nifty Private Bank,Index
154352,Groww Nifty Private Bank Index Fund Direct IDCW,Groww Nifty Private Bank,Index
154350,Groww Nifty Private Bank Index Fund Regular Growth,Groww Nifty Private Bank,Index
154351,Groww Nifty Private Bank Index Fund Regular IDCW,Groww Nifty Private Bank,Index
154278,Groww Nifty PSU Bank Index Fund Direct Growth,Groww Nifty PSU Bank,Index
154283,Groww Nifty PSU Bank Index Fund Direct IDCW,Groww Nifty PSU Bank,Index
154284,Groww Nifty PSU Bank Index Fund Regular Growth,Groww Nifty PSU Bank,Index
154285,Groww Nifty PSU Bank Index Fund Regular IDCW,Groww Nifty PSU Bank,Index
152431,Groww Nifty Smallcap 250 Index Fund - Direct Plan - Growth,Groww Nifty Smallcap 250,Index
152436,Groww Nifty Smallcap 250 Index Fund - Direct Plan - IDCW,Groww Nifty Smallcap 250,Index
152433,Groww Nifty Smallcap 250 Index Fund - Regular Plan - Growth,Groww Nifty Smallcap 250,Index
152434,Groww Nifty Smallcap 250 Index Fund - Regular Plan - Regular Plan - IDCW,Groww Nifty Smallcap 250,Index
152092,Groww Nifty Total Market Index Fund - Direct Plan - Growth,Groww Nifty Total Market,Index
152125,Groww Nifty Total Market Index Fund - Direct Plan - IDCW,Groww Nifty Total Market,Index
152127,Groww Nifty Total Market Index Fund - Regular Plan - Growth,Groww Nifty Total Market,Index
152126,Groww Nifty Total Market Index Fund - Regular Plan - IDCW,Groww Nifty Total Market,Index
151728,HDFC BSE 500 Index Fund - Growth Option - Direct Plan,HDFC BSE 500 Index,Index
151729,HDFC BSE 500 Index Fund - Regular Plan - Growth Option,HDFC BSE 500 Index,Index
153958,HDFC BSE India Sector Leaders Index Fund - Regular Plan - Growth Option,HDFC BSE India Sector,Index
153959,HDFC BSE India Sector Leaders India Fund - Direct Plan - Growth Option,HDFC BSE India Sector,Other
119065,HDFC BSE Sensex Index Fund - Direct Plan,HDFC BSE Sensex Index,Index
101281,HDFC BSE Sensex Index Fund - Growth Plan,HDFC BSE Sensex Index,Index
153517,HDFC CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Direct Growth Plan,HDFC CRISIL-IBX Financial Services,Debt
153518,HDFC CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Regular Growth Plan,HDFC CRISIL-IBX Financial Services,Debt
154308,HDFC CRISIL-IBX Financial Services 9-12 Months Debt Index Fund - Direct Growth Plan,HDFC CRISIL-IBX Financial Services,Debt
154309,HDFC CRISIL-IBX Financial Services 9-12 Months Debt Index Fund - Regular Growth Plan,HDFC CRISIL-IBX Financial Services,Debt
149870,HDFC Nifty 100 Equal Weight Index Fund - Direct Plan - Growth Option,HDFC Nifty 100 Equal,Index
149871,HDFC Nifty 100 Equal Weight Index Fund - Growth Option,HDFC Nifty 100 Equal,Index
149868,HDFC NIFTY 100 Index Fund - Direct Plan - Growth Option,HDFC NIFTY 100 Index,Index
149869,HDFC NIFTY 100 Index Fund - Growth Option,HDFC NIFTY 100 Index,Index
119063,HDFC Nifty 50 Index Fund - Direct Plan,HDFC Nifty 50 Index,Index
101525,HDFC Nifty 50 Index Fund - Growth Plan,HDFC Nifty 50 Index,Index
151496,HDFC Nifty G-Sec Apr 2029 Index Fund - Growth Option,HDFC Nifty G-Sec Apr,Index
151495,HDFC Nifty G-Sec Apr 2029 Index Fund - Growth Option - Direct Plan,HDFC Nifty G-Sec Apr,Index
150844,HDFC Nifty G-Sec Dec 2026 Index Fund - Growth Option,HDFC Nifty G-Sec Dec,Index
150845,HDFC Nifty G-Sec Dec 2026 Index Fund - Growth Option - Direct Plan,HDFC Nifty G-Sec Dec,Index
150846,HDFC Nifty G-Sec July 2031 Index Fund - Growth Option,HDFC Nifty G-Sec July,Index
150847,HDFC Nifty G-Sec July 2031 Index Fund - Growth Option - Direct Plan,HDFC Nifty G-Sec July,Index
151180,HDFC Nifty G-Sec Jun 2027 Index Fund - Growth Option,HDFC Nifty G-Sec Jun,Index
151181,HDFC Nifty G-Sec Jun 2027 Index Fund - Growth Option - Direct Plan,HDFC Nifty G-Sec Jun,Index
151490,HDFC Nifty G-Sec Jun 2036 Index Fund - Growth Option,HDFC Nifty G-Sec Jun,Index
151489,HDFC Nifty G-Sec Jun 2036 Index Fund - Growth Option - Direct Plan,HDFC Nifty G-Sec Jun,Index
151182,HDFC Nifty G-Sec Sep 2032 Index Fund - Growth Option,HDFC Nifty G-Sec Sep,Index
151183,HDFC Nifty G-Sec Sep 2032 Index Fund - Growth Option - Direct Plan,HDFC Nifty G-Sec Sep,Index
154180,HDFC Nifty India Consumption Index  Fund - Regular Growth Plan,HDFC Nifty India Consumption,Index
154179,HDFC Nifty India Consumption Index Fund - Direct Growth Plan,HDFC Nifty India Consumption,Index
153097,HDFC Nifty India Digital Index Fund - Growth Option - Direct,HDFC Nifty India Digital,Index
153096,HDFC Nifty India Digital Index Fund - Growth Option - Regular,HDFC Nifty India Digital,Index
152890,HDFC NIFTY LargeMidcap 250 Index Fund - Growth Option,HDFC NIFTY LargeMidcap 250,Index
152889,HDFC NIFTY LargeMidcap 250 Index Fund - Growth Option - Direct,HDFC NIFTY LargeMidcap 250,Index
151725,HDFC NIFTY Midcap 150 Index Fund - Growth Option,HDFC NIFTY Midcap 150,Index
151724,HDFC NIFTY Midcap 150 Index Fund - Growth Option - Direct Plan,HDFC NIFTY Midcap 150,Index
149288,HDFC NIFTY Next 50 Index Fund - Direct Plan - Growth Option,HDFC NIFTY Next 50,Index
149287,HDFC NIFTY Next 50 Index Fund - Growth Option,HDFC NIFTY Next 50,Index
152522,HDFC NIFTY Reality Index Fund - Regular Plan,HDFC NIFTY Reality Index,Index
152521,HDFC NIFTY Realty Index Fund - Direct Plan,HDFC NIFTY Realty Index,Index
151455,HDFC Nifty SDL Oct 2026 Index Fund - Growth Option,HDFC Nifty SDL Oct,Index
151456,HDFC Nifty SDL Oct 2026 Index Fund - Growth Option - Direct Plan,HDFC Nifty SDL Oct,Index
151571,HDFC NIFTY SDL Plus G-Sec Jun 2027 40:60 Index Fund - Growth Option,HDFC NIFTY SDL Plus,Index
151570,HDFC NIFTY SDL Plus G-Sec Jun 2027 40:60 Index Fund - Growth Option - Direct Plan,HDFC NIFTY SDL Plus,Index
151726,HDFC NIFTY Smallcap 250 Index Fund - Growth Option,HDFC NIFTY Smallcap 250,Index
151727,HDFC NIFTY Smallcap 250 Index Fund - Growth Option - Direct Plan,HDFC NIFTY Smallcap 250,Index
153405,HDFC Nifty Top 20 Equal Weight Index Fund - Direct,HDFC Nifty Top 20,Index
153404,HDFC Nifty Top 20 Equal Weight Index Fund - Regular Growth,HDFC Nifty Top 20,Index
152713,HDFC NIFTY100 Low Volatility 30 Index Fund - Direct Plan,HDFC NIFTY100 Low Volatility,Index
152714,HDFC NIFTY100 Low Volatility 30 Index Fund - Regular Plan,HDFC NIFTY100 Low Volatility,Index
153264,HDFC Nifty100 Quality 30 Index Fund - Direct Plan,HDFC Nifty100 Quality 30,Index
153265,HDFC Nifty100 Quality 30 Index Fund - Regular Plan,HDFC Nifty100 Quality 30,Index
152430,HDFC NIFTY200 Momentum 30 Index Fund - Direct Plan,HDFC NIFTY200 Momentum 30,Index
152429,HDFC NIFTY200 Momentum 30 Index Fund - Regular Plan,HDFC NIFTY200 Momentum 30,Index
149107,HDFC NIFTY50 Equal weight Index Fund - Direct Plan - Growth Option,HDFC NIFTY50 Equal weight,Index
149106,HDFC NIFTY50 Equal weight Index Fund - Growth Option,HDFC NIFTY50 Equal weight,Index
152778,HDFC NIFTY500 Multicap 50:25:25 Index Fund - Direct Plan,HDFC NIFTY500 Multicap 50:25:25,Index
152779,HDFC NIFTY500 Multicap 50:25:25 index Fund - Regular Plan,HDFC NIFTY500 Multicap 50:25:25,Index
149966,HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund - Direct - Growth,HSBC CRISIL IBX 50:50,Index
149962,HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund - Direct - Payout of IDCW,HSBC CRISIL IBX 50:50,Index
149963,HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund - Regular - Growth,HSBC CRISIL IBX 50:50,Index
149964,HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund - Regular - payout of IDCW,HSBC CRISIL IBX 50:50,Index
151479,HSBC CRISIL IBX Gilt June 2027 Index Fund - Direct - Growth,HSBC CRISIL IBX Gilt,Index
151482,HSBC CRISIL IBX Gilt June 2027 Index Fund - Direct - IDCW,HSBC CRISIL IBX Gilt,Index
151480,HSBC CRISIL IBX Gilt June 2027 Index Fund - Regular - Growth,HSBC CRISIL IBX Gilt,Index
151481,HSBC CRISIL IBX Gilt June 2027 Index Fund - Regular - IDCW,HSBC CRISIL IBX Gilt,Index
151157,HSBC NIFTY 50 INDEX FUND - Direct Growth,HSBC NIFTY 50 INDEX,Index
151156,HSBC NIFTY 50 INDEX FUND - Direct IDCW,HSBC NIFTY 50 INDEX,Index
151158,HSBC NIFTY 50 INDEX FUND - Regular Growth,HSBC NIFTY 50 INDEX,Index
151159,HSBC NIFTY 50 INDEX FUND - Regular IDCW,HSBC NIFTY 50 INDEX,Index
151160,HSBC NIFTY NEXT 50 INDEX FUND - Direct Growth,HSBC NIFTY NEXT 50,Index
151163,HSBC NIFTY NEXT 50 INDEX FUND - Direct IDCW,HSBC NIFTY NEXT 50,Index
151162,HSBC NIFTY NEXT 50 INDEX FUND - Regular Growth,HSBC NIFTY NEXT 50,Index
151161,HSBC NIFTY NEXT 50 INDEX FUND - Regular IDCW,HSBC NIFTY NEXT 50,Index
141839,ICICI Prudential BSE Sensex Index Fund - Cumulative Option,ICICI Prudential BSE Sensex,Index
141841,ICICI Prudential BSE Sensex Index Fund - Direct Plan - Cumulative Option,ICICI Prudential BSE Sensex,Index
